Province,District,Ward Code,Ward
Hòa Bình,Lương Sơn,4924,Lương Sơn
Hòa Bình,Lương Sơn,4942,Lâm Sơn
Hòa Bình,Lương Sơn,4945,Hòa Sơn
Hòa Bình,Lương Sơn,4951,Tân Vinh
Hòa Bình,Lương Sơn,4954,Nhuận Trạch
Hòa Bình,Lương Sơn,4957,Cao Sơn
Hòa Bình,Lương Sơn,4960,Cư Yên
Hòa Bình,Lương Sơn,4969,Liên Sơn
Hòa Bình,Lương Sơn,5008,Cao Dương
Hòa Bình,Lương Sơn,5041,Thanh Sơn
Hòa Bình,Lương Sơn,5047,Thanh Cao
Hòa Bình,Kim Bôi,4978,Bo
Hòa Bình,Kim Bôi,4984,Đú Sáng
Hòa Bình,Kim Bôi,4987,Hùng Sơn
Hòa Bình,Kim Bôi,4990,Bình Sơn
Hòa Bình,Kim Bôi,4999,Tú Sơn
Hòa Bình,Kim Bôi,5005,Vĩnh Tiến
Hòa Bình,Kim Bôi,5014,Đông Bắc
Hòa Bình,Kim Bôi,5017,Xuân Thủy
Hòa Bình,Kim Bôi,5026,Vĩnh Đồng
Hòa Bình,Kim Bôi,5035,Kim Lập
Hòa Bình,Kim Bôi,5038,Hợp Tiến
Hòa Bình,Kim Bôi,5065,Kim Bôi
Hòa Bình,Kim Bôi,5068,Nam Thượng
Hòa Bình,Kim Bôi,5077,Cuối Hạ
Hòa Bình,Kim Bôi,5080,Sào Báy
Hòa Bình,Kim Bôi,5083,Mi Hòa
Hòa Bình,Kim Bôi,5086,Nuông Dăm
Hòa Bình,Cao Phong,5089,Cao Phong
Hòa Bình,Cao Phong,5092,Bình Thanh
Hòa Bình,Cao Phong,5095,Thung Nai
Hòa Bình,Cao Phong,5098,Bắc Phong
Hòa Bình,Cao Phong,5101,Thu Phong
Hòa Bình,Cao Phong,5104,Hợp Phong
Hòa Bình,Cao Phong,5110,Tây Phong
Hòa Bình,Cao Phong,5116,Dũng Phong
Hòa Bình,Cao Phong,5119,Nam Phong
Hòa Bình,Cao Phong,5125,Thạch Yên
Hòa Bình,Tân Lạc,5128,Mãn Đức
Hòa Bình,Tân Lạc,5134,Suối Hoa
Hòa Bình,Tân Lạc,5137,Phú Vinh
Hòa Bình,Tân Lạc,5140,Phú Cường
Hòa Bình,Tân Lạc,5143,Mỹ Hòa
Hòa Bình,Tân Lạc,5152,Quyết Chiến
Hòa Bình,Tân Lạc,5158,Phong Phú
Hòa Bình,Tân Lạc,5164,Tử Nê
Hòa Bình,Tân Lạc,5167,Thanh Hối
Hòa Bình,Tân Lạc,5170,Ngọc Mỹ
Hòa Bình,Tân Lạc,5173,Đông Lai
Hòa Bình,Tân Lạc,5176,Vân Sơn
Hòa Bình,Tân Lạc,5182,Nhân Mỹ
Hòa Bình,Tân Lạc,5191,Lỗ Sơn
Hòa Bình,Tân Lạc,5194,Ngổ Luông
Hòa Bình,Tân Lạc,5197,Gia Mô
Hòa Bình,Mai Châu,4882,Tân Thành
Hòa Bình,Mai Châu,5200,Mai Châu
Hòa Bình,Mai Châu,5206,Sơn Thủy
Hòa Bình,Mai Châu,5209,Pà Cò
Hòa Bình,Mai Châu,5212,Hang Kia
Hòa Bình,Mai Châu,5221,Đồng Tân
Hòa Bình,Mai Châu,5224,Cun Pheo
Hòa Bình,Mai Châu,5227,Bao La
Hòa Bình,Mai Châu,5233,Tòng Đậu
Hòa Bình,Mai Châu,5242,Nà Phòn
Hòa Bình,Mai Châu,5245,Săm Khóe
Hòa Bình,Mai Châu,5248,Chiềng Châu
Hòa Bình,Mai Châu,5251,Mai Hạ
Hòa Bình,Mai Châu,5254,Thành Sơn
Hòa Bình,Mai Châu,5257,Mai Hịch
Hòa Bình,Mai Châu,5263,Vạn Mai
Hòa Bình,Lạc Sơn,5266,Vụ Bản
Hòa Bình,Lạc Sơn,5269,Quý Hòa
Hòa Bình,Lạc Sơn,5272,Miền Đồi
Hòa Bình,Lạc Sơn,5275,Mỹ Thành
Hòa Bình,Lạc Sơn,5278,Tuân Đạo
Hòa Bình,Lạc Sơn,5281,Văn Nghĩa
Hòa Bình,Lạc Sơn,5284,Văn Sơn
Hòa Bình,Lạc Sơn,5287,Tân Lập
Hòa Bình,Lạc Sơn,5290,Nhân Nghĩa
Hòa Bình,Lạc Sơn,5293,Thượng Cốc
Hòa Bình,Lạc Sơn,5299,Quyết Thắng
Hòa Bình,Lạc Sơn,5302,Xuất Hóa
Hòa Bình,Lạc Sơn,5305,Yên Phú
Hòa Bình,Lạc Sơn,5308,Bình Hẻm
Hòa Bình,Lạc Sơn,5320,Định Cư
Hòa Bình,Lạc Sơn,5323,Chí Đạo
Hòa Bình,Lạc Sơn,5329,Ngọc Sơn
Hòa Bình,Lạc Sơn,5332,Hương Nhượng
Hòa Bình,Lạc Sơn,5335,Vũ Bình
Hòa Bình,Lạc Sơn,5338,Tự Do
Hòa Bình,Lạc Sơn,5341,Yên Nghiệp
Hòa Bình,Lạc Sơn,5344,Tân Mỹ
Hòa Bình,Lạc Sơn,5347,Ân Nghĩa
Hòa Bình,Lạc Sơn,5350,Ngọc Lâu
Hòa Bình,Yên Thủy,5353,Hàng Trạm
Hòa Bình,Yên Thủy,5356,Lạc Sỹ
Hòa Bình,Yên Thủy,5362,Lạc Lương
Hòa Bình,Yên Thủy,5365,Bảo Hiệu
Hòa Bình,Yên Thủy,5368,Đa Phúc
Hòa Bình,Yên Thủy,5371,Hữu Lợi
Hòa Bình,Yên Thủy,5374,Lạc Thịnh
Hòa Bình,Yên Thủy,5380,Đoàn Kết
Hòa Bình,Yên Thủy,5383,Phú Lai
Hòa Bình,Yên Thủy,5386,Yên Trị
Hòa Bình,Yên Thủy,5389,Ngọc Lương
Hòa Bình,Lạc Thủy,4981,Ba Hàng Đồi
Hòa Bình,Lạc Thủy,5392,Chi Nê
Hòa Bình,Lạc Thủy,5395,Phú Nghĩa
Hòa Bình,Lạc Thủy,5398,Phú Thành
Hòa Bình,Lạc Thủy,5404,Hưng Thi
Hòa Bình,Lạc Thủy,5413,Khoan Dụ
Hòa Bình,Lạc Thủy,5419,Đồng Tâm
Hòa Bình,Lạc Thủy,5422,Yên Bồng
Hòa Bình,Lạc Thủy,5425,Thống Nhất
Hòa Bình,Lạc Thủy,5428,An Bình
Thái Nguyên,Thái Nguyên,5431,Quán Triều
Thái Nguyên,Thái Nguyên,5434,Quang Vinh
Thái Nguyên,Thái Nguyên,5437,Túc Duyên
Thái Nguyên,Thái Nguyên,5440,Hoàng Văn Thụ
Thái Nguyên,Thái Nguyên,5443,Trưng Vương
Thái Nguyên,Thái Nguyên,5446,Quang Trung
Thái Nguyên,Thái Nguyên,5449,Phan Đình Phùng
Thái Nguyên,Thái Nguyên,5452,Tân Thịnh
Thái Nguyên,Thái Nguyên,5455,Thịnh Đán
Thái Nguyên,Thái Nguyên,5458,Đồng Quang
Thái Nguyên,Thái Nguyên,5461,Gia Sàng
Thái Nguyên,Thái Nguyên,5464,Tân Lập
Thái Nguyên,Thái Nguyên,5467,Cam Giá
Thái Nguyên,Thái Nguyên,5470,Phú Xá
Thái Nguyên,Thái Nguyên,5473,Hương Sơn
Thái Nguyên,Thái Nguyên,5476,Trung Thành
Thái Nguyên,Thái Nguyên,5479,Tân Thành
Thái Nguyên,Thái Nguyên,5482,Tân Long
Thái Nguyên,Thái Nguyên,5485,Phúc Hà
Thái Nguyên,Thái Nguyên,5488,Phúc Xuân
Thái Nguyên,Thái Nguyên,5491,Quyết Thắng
Thái Nguyên,Thái Nguyên,5494,Phúc Trìu
Thái Nguyên,Thái Nguyên,5497,Thịnh Đức
Thái Nguyên,Thái Nguyên,5500,Tích Lương
Thái Nguyên,Thái Nguyên,5503,Tân Cương
Thái Nguyên,Thái Nguyên,5653,Sơn Cẩm
Thái Nguyên,Thái Nguyên,5659,Chùa Hang
Thái Nguyên,Thái Nguyên,5695,Cao Ngạn
Thái Nguyên,Thái Nguyên,5701,Linh Sơn
Thái Nguyên,Thái Nguyên,5710,Đồng Bẩm
Thái Nguyên,Thái Nguyên,5713,Huống Thượng
Thái Nguyên,Thái Nguyên,5914,Đồng Liên
Thái Nguyên,Sông Công,5506,Lương Sơn
Thái Nguyên,Sông Công,5509,Châu Sơn
Thái Nguyên,Sông Công,5512,Mỏ Chè
Thái Nguyên,Sông Công,5515,Cải Đan
Thái Nguyên,Sông Công,5518,Thắng Lợi
Thái Nguyên,Sông Công,5521,Phố Cò
Thái Nguyên,Sông Công,5527,Tân Quang
Thái Nguyên,Sông Công,5528,Bách Quang
Thái Nguyên,Sông Công,5530,Bình Sơn
Thái Nguyên,Sông Công,5533,Bá Xuyên
Thái Nguyên,Định Hóa,5536,Chợ Chu
Thái Nguyên,Định Hóa,5539,Linh Thông
Thái Nguyên,Định Hóa,5542,Lam Vỹ
Thái Nguyên,Định Hóa,5545,Quy Kỳ
Thái Nguyên,Định Hóa,5548,Tân Thịnh
Thái Nguyên,Định Hóa,5551,Kim Phượng
Thái Nguyên,Định Hóa,5554,Bảo Linh
Thái Nguyên,Định Hóa,5560,Phúc Chu
Thái Nguyên,Định Hóa,5563,Tân Dương
Thái Nguyên,Định Hóa,5566,Phượng Tiến
Thái Nguyên,Định Hóa,5569,Bảo Cường
Thái Nguyên,Định Hóa,5572,Đồng Thịnh
Thái Nguyên,Định Hóa,5575,Định Biên
Thái Nguyên,Định Hóa,5578,Thanh Định
Thái Nguyên,Định Hóa,5581,Trung Hội
Thái Nguyên,Định Hóa,5584,Trung Lương
Thái Nguyên,Định Hóa,5587,Bình Yên
Thái Nguyên,Định Hóa,5590,Điềm Mặc
Thái Nguyên,Định Hóa,5593,Phú Tiến
Thái Nguyên,Định Hóa,5596,Bộc Nhiêu
Thái Nguyên,Định Hóa,5599,Sơn Phú
Thái Nguyên,Định Hóa,5602,Phú Đình
Thái Nguyên,Định Hóa,5605,Bình Thành
Thái Nguyên,Phú Lương,5608,Giang Tiên
Thái Nguyên,Phú Lương,5611,Đu
Thái Nguyên,Phú Lương,5614,Yên Ninh
Thái Nguyên,Phú Lương,5617,Yên Trạch
Thái Nguyên,Phú Lương,5620,Yên Đổ
Thái Nguyên,Phú Lương,5623,Yên Lạc
Thái Nguyên,Phú Lương,5626,Ôn Lương
Thái Nguyên,Phú Lương,5629,Động Đạt
Thái Nguyên,Phú Lương,5632,Phủ Lý
Thái Nguyên,Phú Lương,5635,Phú Đô
Thái Nguyên,Phú Lương,5638,Hợp Thành
Thái Nguyên,Phú Lương,5641,Tức Tranh
Thái Nguyên,Phú Lương,5644,Phấn Mễ
Thái Nguyên,Phú Lương,5647,Vô Tranh
Thái Nguyên,Phú Lương,5650,Cổ Lũng
Thái Nguyên,Đồng Hỷ,5656,Sông Cầu
Thái Nguyên,Đồng Hỷ,5662,Trại Cau
Thái Nguyên,Đồng Hỷ,5665,Văn Lăng
Thái Nguyên,Đồng Hỷ,5668,Tân Long
Thái Nguyên,Đồng Hỷ,5671,Hòa Bình
Thái Nguyên,Đồng Hỷ,5674,Quang Sơn
Thái Nguyên,Đồng Hỷ,5677,Minh Lập
Thái Nguyên,Đồng Hỷ,5680,Văn Hán
Thái Nguyên,Đồng Hỷ,5683,Hóa Trung
Thái Nguyên,Đồng Hỷ,5686,Khe Mo
Thái Nguyên,Đồng Hỷ,5689,Cây Thị
Thái Nguyên,Đồng Hỷ,5692,Hóa Thượng
Thái Nguyên,Đồng Hỷ,5698,Hợp Tiến
Thái Nguyên,Đồng Hỷ,5704,Tân Lợi
Thái Nguyên,Đồng Hỷ,5707,Nam Hòa
Thái Nguyên,Võ Nhai,5716,Đình Cả
Thái Nguyên,Võ Nhai,5719,Sảng Mộc
Thái Nguyên,Võ Nhai,5722,Nghinh Tường
Thái Nguyên,Võ Nhai,5725,Thần Xa
Thái Nguyên,Võ Nhai,5728,Vũ Chấn
Thái Nguyên,Võ Nhai,5731,Thượng Nung
Thái Nguyên,Võ Nhai,5734,Phú Thượng
Thái Nguyên,Võ Nhai,5737,Cúc Đường
Thái Nguyên,Võ Nhai,5740,La Hiên
Thái Nguyên,Võ Nhai,5743,Lâu Thượng
Thái Nguyên,Võ Nhai,5746,Tràng Xá
Thái Nguyên,Võ Nhai,5749,Phương Giao
Thái Nguyên,Võ Nhai,5752,Liên Minh
Thái Nguyên,Võ Nhai,5755,Dân Tiến
Thái Nguyên,Võ Nhai,5758,Bình Long
Thái Nguyên,Đại Từ,5761,Hùng Sơn
Thái Nguyên,Đại Từ,5764,Quân Chu
Thái Nguyên,Đại Từ,5767,Phúc Lương
Thái Nguyên,Đại Từ,5770,Minh Tiến
Thái Nguyên,Đại Từ,5773,Yên Lãng
Thái Nguyên,Đại Từ,5776,Đức Lương
Thái Nguyên,Đại Từ,5779,Phú Cường
Thái Nguyên,Đại Từ,5782,Na Mao
Thái Nguyên,Đại Từ,5785,Phú Lạc
Thái Nguyên,Đại Từ,5788,Tân Linh
Thái Nguyên,Đại Từ,5791,Phú Thịnh
Thái Nguyên,Đại Từ,5794,Phục Linh
Thái Nguyên,Đại Từ,5797,Phú Xuyên
Thái Nguyên,Đại Từ,5800,Bản Ngoại
Thái Nguyên,Đại Từ,5803,Tiên Hội
Thái Nguyên,Đại Từ,5809,Cù Vân
Thái Nguyên,Đại Từ,5812,Hà Thượng
Thái Nguyên,Đại Từ,5815,La Bằng
Thái Nguyên,Đại Từ,5818,Hoàng Nông
Thái Nguyên,Đại Từ,5821,Khôi Kỳ
Thái Nguyên,Đại Từ,5824,An Khánh
Thái Nguyên,Đại Từ,5827,Tân Thái
Thái Nguyên,Đại Từ,5830,Bình Thuận
Thái Nguyên,Đại Từ,5833,Lục Ba
Thái Nguyên,Đại Từ,5836,Mỹ Yên
Thái Nguyên,Đại Từ,5839,Vạn Thọ
Thái Nguyên,Đại Từ,5842,Văn Yên
Thái Nguyên,Đại Từ,5845,Ký Phú
Thái Nguyên,Đại Từ,5848,Cát Nê
Thái Nguyên,Đại Từ,5851,Quân Chu
Thái Nguyên,Phổ Yên,5854,Bãi Bông
Thái Nguyên,Phổ Yên,5857,Bắc Sơn
Thái Nguyên,Phổ Yên,5860,Ba Hàng
Thái Nguyên,Phổ Yên,5863,Phúc Tân
Thái Nguyên,Phổ Yên,5866,Phúc Thuận
Thái Nguyên,Phổ Yên,5869,Hồng Tiến
Thái Nguyên,Phổ Yên,5872,Minh Đức
Thái Nguyên,Phổ Yên,5875,Đắc Sơn
Thái Nguyên,Phổ Yên,5878,Đồng Tiến
Thái Nguyên,Phổ Yên,5881,Thành Công
Thái Nguyên,Phổ Yên,5884,Tiên Phong
Thái Nguyên,Phổ Yên,5887,Vạn Phái
Thái Nguyên,Phổ Yên,5890,Nam Tiến
Thái Nguyên,Phổ Yên,5893,Tân Hương
Thái Nguyên,Phổ Yên,5896,Đông Cao
Thái Nguyên,Phổ Yên,5899,Trung Thành
Thái Nguyên,Phổ Yên,5902,Tân Phú
Thái Nguyên,Phổ Yên,5905,Thuận Thành
Thái Nguyên,Phú Bình,5908,Hương Sơn
Thái Nguyên,Phú Bình,5911,Bàn Đạt
Thái Nguyên,Phú Bình,5917,Tân Khánh
Thái Nguyên,Phú Bình,5920,Tân Kim
Thái Nguyên,Phú Bình,5923,Tân Thành
Thái Nguyên,Phú Bình,5926,Đào Xá
Thái Nguyên,Phú Bình,5929,Bảo Lý
Thái Nguyên,Phú Bình,5932,Thượng Đình
Thái Nguyên,Phú Bình,5935,Tân Hòa
Thái Nguyên,Phú Bình,5938,Nhã Lộng
Thái Nguyên,Phú Bình,5941,Điềm Thụy
Thái Nguyên,Phú Bình,5944,Xuân Phương
Thái Nguyên,Phú Bình,5947,Tân Đức
Thái Nguyên,Phú Bình,5950,Úc Kỳ
Thái Nguyên,Phú Bình,5953,Lương Phú
Thái Nguyên,Phú Bình,5956,Nga My
Thái Nguyên,Phú Bình,5959,Kha Sơn
Thái Nguyên,Phú Bình,5962,Thanh Ninh
Thái Nguyên,Phú Bình,5965,Dương Thành
Thái Nguyên,Phú Bình,5968,Hà Châu
Lạng Sơn,Lạng Sơn,5971,Hoàng Văn Thụ
Lạng Sơn,Lạng Sơn,5974,Tam Thanh
Lạng Sơn,Lạng Sơn,5977,Vĩnh Trại
Lạng Sơn,Lạng Sơn,5980,Đông Kinh
Lạng Sơn,Lạng Sơn,5983,Chi Lăng
Lạng Sơn,Lạng Sơn,5986,Hoàng Đồng
Lạng Sơn,Lạng Sơn,5989,Quảng Lạc
Lạng Sơn,Lạng Sơn,5992,Mai Pha
Lạng Sơn,Tràng Định,5995,Thất Khê
Lạng Sơn,Tràng Định,5998,Khánh Long
Lạng Sơn,Tràng Định,6001,Đoàn Kết
Lạng Sơn,Tràng Định,6004,Quốc Khánh
Lạng Sơn,Tràng Định,6007,Vĩnh Tiến
Lạng Sơn,Tràng Định,6010,Cao Minh
Lạng Sơn,Tràng Định,6013,Chí Minh
Lạng Sơn,Tràng Định,6016,Tri Phương
Lạng Sơn,Tràng Định,6019,Tân Tiến
Lạng Sơn,Tràng Định,6022,Tân Yên
Lạng Sơn,Tràng Định,6025,Đội Cấn
Lạng Sơn,Tràng Định,6028,Tân Minh
Lạng Sơn,Tràng Định,6031,Kim Đồng
Lạng Sơn,Tràng Định,6034,Chi Lăng
Lạng Sơn,Tràng Định,6037,Trung Thành
Lạng Sơn,Tràng Định,6040,Đại Đồng
Lạng Sơn,Tràng Định,6043,Đào Viên
Lạng Sơn,Tràng Định,6046,Đề Thám
Lạng Sơn,Tràng Định,6049,Kháng Chiến
Lạng Sơn,Tràng Định,6055,Hùng Sơn
Lạng Sơn,Tràng Định,6058,Quốc Việt
Lạng Sơn,Tràng Định,6061,Hùng Việt
Lạng Sơn,Bình Gia,6067,Hưng Đạo
Lạng Sơn,Bình Gia,6070,Vĩnh Yên
Lạng Sơn,Bình Gia,6073,Hoa Thám
Lạng Sơn,Bình Gia,6076,Quý Hòa
Lạng Sơn,Bình Gia,6079,Hồng Phong
Lạng Sơn,Bình Gia,6082,Yên Lỗ
Lạng Sơn,Bình Gia,6085,Thiện Hòa
Lạng Sơn,Bình Gia,6088,Quang Trung
Lạng Sơn,Bình Gia,6091,Thiện Thuật
Lạng Sơn,Bình Gia,6094,Minh Khai
Lạng Sơn,Bình Gia,6097,Thiện Long
Lạng Sơn,Bình Gia,6100,Hoàng Văn Thụ
Lạng Sơn,Bình Gia,6103,Hòa Bình
Lạng Sơn,Bình Gia,6106,Mông Ân
Lạng Sơn,Bình Gia,6109,Tân Hòa
Lạng Sơn,Bình Gia,6112,Bình Gia
Lạng Sơn,Bình Gia,6115,Hồng Thái
Lạng Sơn,Bình Gia,6118,Bình La
Lạng Sơn,Bình Gia,6121,Tân Văn
Lạng Sơn,Văn Lãng,6124,Na Sầm
Lạng Sơn,Văn Lãng,6127,Trùng Khánh
Lạng Sơn,Văn Lãng,6133,Bắc La
Lạng Sơn,Văn Lãng,6136,Thụy Hùng
Lạng Sơn,Văn Lãng,6139,Bắc Hùng
Lạng Sơn,Văn Lãng,6142,Tân Tác
Lạng Sơn,Văn Lãng,6148,Thanh Long
Lạng Sơn,Văn Lãng,6151,Hội Hoan
Lạng Sơn,Văn Lãng,6154,Bắc Việt
Lạng Sơn,Văn Lãng,6157,Hoàng Việt
Lạng Sơn,Văn Lãng,6160,Gia Miễn
Lạng Sơn,Văn Lãng,6163,Thành Hòa
Lạng Sơn,Văn Lãng,6166,Tân Thanh
Lạng Sơn,Văn Lãng,6172,Tân Mỹ
Lạng Sơn,Văn Lãng,6175,Hồng Thái
Lạng Sơn,Văn Lãng,6178,Hoàng Văn Thụ
Lạng Sơn,Văn Lãng,6181,Nhạc Kỳ
Lạng Sơn,Cao Lộc,6184,Đồng Đăng
Lạng Sơn,Cao Lộc,6187,Cao Lộc
Lạng Sơn,Cao Lộc,6190,Bảo Lâm
Lạng Sơn,Cao Lộc,6193,Thanh Lòa
Lạng Sơn,Cao Lộc,6196,Cao Lâu
Lạng Sơn,Cao Lộc,6199,Thạch Đạn
Lạng Sơn,Cao Lộc,6202,Xuất Lễ
Lạng Sơn,Cao Lộc,6205,Hồng Phong
Lạng Sơn,Cao Lộc,6208,Thụy Hùng
Lạng Sơn,Cao Lộc,6211,Lộc Yên
Lạng Sơn,Cao Lộc,6214,Phú Xá
Lạng Sơn,Cao Lộc,6217,Bình Trung
Lạng Sơn,Cao Lộc,6220,Hải Yến
Lạng Sơn,Cao Lộc,6223,Hòa Cư
Lạng Sơn,Cao Lộc,6226,Hợp Thành
Lạng Sơn,Cao Lộc,6232,Công Sơn
Lạng Sơn,Cao Lộc,6235,Gia Cát
Lạng Sơn,Cao Lộc,6238,Mẫu Sơn
Lạng Sơn,Cao Lộc,6241,Xuân Long
Lạng Sơn,Cao Lộc,6244,Tân Liên
Lạng Sơn,Cao Lộc,6247,Yên Trạch
Lạng Sơn,Cao Lộc,6250,Tân Thành
Lạng Sơn,Văn Quan,6253,Văn Quan
Lạng Sơn,Văn Quan,6256,Trấn Ninh
Lạng Sơn,Văn Quan,6268,Liên Hội
Lạng Sơn,Văn Quan,6274,Hòa Bình
Lạng Sơn,Văn Quan,6277,Tú Xuyên
Lạng Sơn,Văn Quan,6280,Điềm He
Lạng Sơn,Văn Quan,6283,An Sơn
Lạng Sơn,Văn Quan,6286,Khánh Khê
Lạng Sơn,Văn Quan,6292,Lương Năng
Lạng Sơn,Văn Quan,6295,Đồng Giáp
Lạng Sơn,Văn Quan,6298,Bình Phúc
Lạng Sơn,Văn Quan,6301,Tràng Các
Lạng Sơn,Văn Quan,6307,Tân Đoàn
Lạng Sơn,Văn Quan,6313,Tri Lễ
Lạng Sơn,Văn Quan,6316,Tràng Phái
Lạng Sơn,Văn Quan,6319,Yên Phúc
Lạng Sơn,Văn Quan,6322,Hữu Lễ
Lạng Sơn,Bắc Sơn,6325,Bắc Sơn
Lạng Sơn,Bắc Sơn,6328,Long Đống
Lạng Sơn,Bắc Sơn,6331,Vạn Thủy
Lạng Sơn,Bắc Sơn,6337,Đồng ý
Lạng Sơn,Bắc Sơn,6340,Tân Tri
Lạng Sơn,Bắc Sơn,6343,Bắc Quỳnh
Lạng Sơn,Bắc Sơn,6349,Hưng Vũ
Lạng Sơn,Bắc Sơn,6352,Tân Lập
Lạng Sơn,Bắc Sơn,6355,Vũ Sơn
Lạng Sơn,Bắc Sơn,6358,Chiêu Vũ
Lạng Sơn,Bắc Sơn,6361,Tân Hương
Lạng Sơn,Bắc Sơn,6364,Chiến Thắng
Lạng Sơn,Bắc Sơn,6367,Vũ Lăng
Lạng Sơn,Bắc Sơn,6370,Trấn Yên
Lạng Sơn,Bắc Sơn,6373,Vũ Lễ
Lạng Sơn,Bắc Sơn,6376,Nhất Hòa
Lạng Sơn,Bắc Sơn,6379,Tân Thành
Lạng Sơn,Bắc Sơn,6382,Nhất Tiến
Lạng Sơn,Hữu Lũng,6385,Hữu Lũng
Lạng Sơn,Hữu Lũng,6388,Hữu Liên
Lạng Sơn,Hữu Lũng,6391,Yên Bình
Lạng Sơn,Hữu Lũng,6394,Quyết Thắng
Lạng Sơn,Hữu Lũng,6397,Hòa Bình
Lạng Sơn,Hữu Lũng,6400,Yên Thịnh
Lạng Sơn,Hữu Lũng,6403,Yên Sơn
Lạng Sơn,Hữu Lũng,6406,Thiện Tân
Lạng Sơn,Hữu Lũng,6412,Yên Vượng
Lạng Sơn,Hữu Lũng,6415,Minh Tiến
Lạng Sơn,Hữu Lũng,6418,Nhật Tiến
Lạng Sơn,Hữu Lũng,6421,Thanh Sơn
Lạng Sơn,Hữu Lũng,6424,Đồng Tân
Lạng Sơn,Hữu Lũng,6427,Cai Kinh
Lạng Sơn,Hữu Lũng,6430,Hòa Lạc
Lạng Sơn,Hữu Lũng,6433,Vân Nham
Lạng Sơn,Hữu Lũng,6436,Đồng Tiến
Lạng Sơn,Hữu Lũng,6442,Tân Thành
Lạng Sơn,Hữu Lũng,6445,Hòa Sơn
Lạng Sơn,Hữu Lũng,6448,Minh Sơn
Lạng Sơn,Hữu Lũng,6451,Hồ Sơn
Lạng Sơn,Hữu Lũng,6454,Sơn Hà
Lạng Sơn,Hữu Lũng,6457,Minh Hòa
Lạng Sơn,Hữu Lũng,6460,Hòa Thắng
Lạng Sơn,Chi Lăng,6463,Đồng Mỏ
Lạng Sơn,Chi Lăng,6466,Chi Lăng
Lạng Sơn,Chi Lăng,6469,Vân An
Lạng Sơn,Chi Lăng,6472,Vân Thủy
Lạng Sơn,Chi Lăng,6475,Gia Lộc
Lạng Sơn,Chi Lăng,6478,Bắc Thủy
Lạng Sơn,Chi Lăng,6481,Chiến Thắng
Lạng Sơn,Chi Lăng,6484,Mai Sao
Lạng Sơn,Chi Lăng,6487,Bằng Hữu
Lạng Sơn,Chi Lăng,6490,Thượng Cường
Lạng Sơn,Chi Lăng,6493,Bằng Mạc
Lạng Sơn,Chi Lăng,6496,Nhân Lý
Lạng Sơn,Chi Lăng,6499,Lâm Sơn
Lạng Sơn,Chi Lăng,6502,Liên Sơn
Lạng Sơn,Chi Lăng,6505,Vạn Linh
Lạng Sơn,Chi Lăng,6508,Hòa Bình
Lạng Sơn,Chi Lăng,6514,Hữu Kiên
Lạng Sơn,Chi Lăng,6517,Quan Sơn
Lạng Sơn,Chi Lăng,6520,Y Tịch
Lạng Sơn,Chi Lăng,6523,Chi Lăng
Lạng Sơn,Lộc Bình,6526,Na Dương
Lạng Sơn,Lộc Bình,6529,Lộc Bình
Lạng Sơn,Lộc Bình,6532,Mẫu Sơn
Lạng Sơn,Lộc Bình,6541,Yên Khoái
Lạng Sơn,Lộc Bình,6544,Khánh Xuân
Lạng Sơn,Lộc Bình,6547,Tú Mịch
Lạng Sơn,Lộc Bình,6550,Hữu Khánh
Lạng Sơn,Lộc Bình,6553,Đồng Bục
Lạng Sơn,Lộc Bình,6559,Tam Gia
Lạng Sơn,Lộc Bình,6562,Tú Đoạn
Lạng Sơn,Lộc Bình,6565,Khuất Xá
Lạng Sơn,Lộc Bình,6574,Tĩnh Bắc
Lạng Sơn,Lộc Bình,6577,Thống Nhất
Lạng Sơn,Lộc Bình,6589,Sàn Viên
Lạng Sơn,Lộc Bình,6592,Đông Quan
Lạng Sơn,Lộc Bình,6595,Minh Hiệp
Lạng Sơn,Lộc Bình,6598,Hữu Lân
Lạng Sơn,Lộc Bình,6601,Lợi Bác
Lạng Sơn,Lộc Bình,6604,Nam Quan
Lạng Sơn,Lộc Bình,6607,Xuân Dương
Lạng Sơn,Lộc Bình,6610,Ái Quốc
Lạng Sơn,Đình Lập,6613,Đình Lập
Lạng Sơn,Đình Lập,6616,NT Thái Bình
Lạng Sơn,Đình Lập,6619,Bắc Xa
Lạng Sơn,Đình Lập,6622,Bính Xá
Lạng Sơn,Đình Lập,6625,Kiên Mộc
Lạng Sơn,Đình Lập,6628,Đình Lập
Lạng Sơn,Đình Lập,6631,Thái Bình
Lạng Sơn,Đình Lập,6634,Cường Lợi
Lạng Sơn,Đình Lập,6637,Châu Sơn
Lạng Sơn,Đình Lập,6640,Lâm Ca
Lạng Sơn,Đình Lập,6643,Đồng Thắng
Lạng Sơn,Đình Lập,6646,Bắc Lãng
Quảng Ninh,Hạ Long,6649,Hà Khánh
Quảng Ninh,Hạ Long,6652,Hà Phong
Quảng Ninh,Hạ Long,6655,Hà Khẩu
Quảng Ninh,Hạ Long,6658,Cao Xanh
Quảng Ninh,Hạ Long,6661,Giếng Đáy
Quảng Ninh,Hạ Long,6664,Hà Tu
Quảng Ninh,Hạ Long,6667,Hà Trung
Quảng Ninh,Hạ Long,6670,Hà Lầm
Quảng Ninh,Hạ Long,6673,Bãi Cháy
Quảng Ninh,Hạ Long,6676,Cao Thắng
Quảng Ninh,Hạ Long,6679,Hùng Thắng
